beer_name,beer_style,brewery,abv,rating,astringent,body,alcoholic,bitter,sweet,sour,salty,fruity,hoppy,spices,malty
Epiphany,IPA - New England,Foundation Brewing Company,8%,4.44,63,98,22,129,127,177,2,282,186,15,63
Heavy Mettle,IPA - New England,Trillium Brewing Company,9.3%,4.52,33,124,43,131,164,193,3,328,164,13,33
Ghost In The Machine,IPA - New England,Parish Brewing Company,8.5%,4.48,56,104,16,157,137,186,3,295,185,4,56
Juice Machine,IPA - New England,Tree House Brewing Company,8.2%,4.7,33,123,24,79,154,182,1,341,100,11,33
Melcher Street,IPA - New England,Trillium Brewing Company,7.2%,4.4,49,90,21,159,149,172,2,288,246,13,49
Doubleganger,IPA - New England,Tree House Brewing Company,8.2%,4.63,36,136,36,127,168,195,0,371,152,18,36
Very Hazy,IPA - New England,Tree House Brewing Company,8.6%,4.73,51,133,33,107,165,176,2,330,124,9,51
All Green Everything,IPA - New England,Other Half Brewing Company,10.5%,4.43,31,83,55,134,139,126,0,209,191,13,31
ZeeLander,IPA - New England,Toppling Goliath Brewing Company,6.2%,4.32,50,109,17,144,100,160,6,244,203,11,50
Fuzzy Baby Ducks,IPA - New England,New England Brewing Co.,6.2%,4.5,58,111,17,163,134,206,7,309,201,4,58
Ephraim,IPA - New England,Hill Farmstead Brewery,10%,4.6,60,133,61,225,199,199,2,314,273,6,60
Fiddlehead IPA,IPA - New England,Fiddlehead Brewing Company,6.2%,4.08,54,68,11,114,73,139,4,171,181,8,54
Double Dry Hopped Sleeper Street,IPA - New England,Trillium Brewing Company,7.2%,4.46,61,104,19,129,156,231,2,342,161,11,61
In Perpetuity,IPA - New England,Tree House Brewing Company,6.7%,4.54,26,105,14,102,136,158,1,292,129,10,26
Softly Spoken Magic Spells,IPA - New England,SingleCut Beersmiths,8.6%,4.42,39,98,34,138,175,176,2,271,177,18,39
Puff,IPA - New England,Sixpoint Brewery,9.8%,4.17,45,104,55,205,141,150,1,208,271,7,45
Harlan IPA,IPA - New England,Hill Farmstead Brewery,6%,4.33,68,112,17,178,100,155,1,214,259,14,68
Upper Case,IPA - New England,Trillium Brewing Company,9%,4.52,26,72,36,115,111,128,3,247,147,9,26
Society & Solitude #6,IPA - New England,Hill Farmstead Brewery,8.1%,4.52,53,113,31,171,181,198,2,339,257,16,53
JJJuliusss!,IPA - New England,Tree House Brewing Company,6.8%,4.67,30,103,20,121,160,214,2,352,165,12,30
Scaled Up,IPA - New England,Trillium Brewing Company,8%,4.46,42,98,30,137,144,152,1,251,172,20,42
Voodoo Ranger Juicy Haze IPA,IPA - New England,New Belgium Brewing Company,7.5%,3.92,30,80,10,68,109,159,3,254,89,16,30
Double Dry Hopped Scaled,IPA - New England,Trillium Brewing Company,7%,4.44,64,94,20,123,135,175,2,306,177,13,64
Full-Stack IIPA,IPA - New England,SingleCut Beersmiths,8.2%,4.33,48,88,26,133,133,177,2,282,211,13,48
Dialed In (w/ Sauvignon Blanc Juice),IPA - New England,Trillium Brewing Company,8.5%,4.45,51,67,26,96,212,150,7,328,118,11,51
Headroom,IPA - New England,Trillium Brewing Company,8%,4.63,28,86,24,182,121,163,1,260,200,15,28
Two Juicy,IPA - New England,Two Roads Brewing Company,8.2%,4.15,46,85,17,95,153,180,8,301,153,11,46
King JJJuliusss,IPA - New England,Tree House Brewing Company,8.4%,4.76,21,108,16,77,146,190,0,329,91,4,21
Nebuchadnezzar,IPA - New England,Omnipollo,8.5%,4.13,58,106,45,181,156,173,0,244,276,13,58
Samuel Adams New England IPA,IPA - New England,Boston Beer Company (Samuel Adams),6.8%,3.93,39,105,20,125,133,157,11,271,165,15,39
Orderville,IPA - New England,Modern Times Beer,7.2%,4.12,40,73,11,142,138,155,9,258,204,11,40
Alien Church,IPA - New England,Tired Hands Brewing Company,7%,4.36,38,93,11,116,133,177,3,306,170,16,38
Boss Tweed,IPA - New England,Old Nation Brewing Co.,9.3%,4.39,52,96,31,127,181,215,2,350,164,8,52
The 87,IPA - New England,Night Shift Brewing,8%,4.19,53,80,22,157,135,176,1,236,216,16,53
Legitimacy,IPA - New England,Hill Farmstead Brewery,6%,4.33,60,104,18,127,93,174,4,246,202,13,60
Fatamorgana,IPA - New England,Omnipollo,8%,4.25,53,106,36,180,142,210,1,301,249,16,53
Double Dry Hopped Double Mosaic Dream,IPA - New England,Other Half Brewing Company,8.5%,4.54,40,86,20,126,115,142,1,239,149,5,40
Bon Bon 2X TNT IIPA,IPA - New England,SingleCut Beersmiths,8.2%,4.35,37,100,43,138,147,170,4,261,191,10,37
Lambo Door,IPA - New England,Grimm Artisanal Ales,8%,4.37,26,79,14,79,140,136,1,257,108,11,26
Juice Bomb,IPA - New England,Sloop Brewing,6.5%,4.22,34,108,10,125,178,204,3,359,140,13,34
Afterimage,IPA - New England,Grimm Artisanal Ales,8%,4.42,38,101,19,103,187,159,1,308,146,12,38
"Fire, Skulls & Money",IPA - New England,Toppling Goliath Brewing Company,7.2%,4.36,55,116,23,128,161,177,2,321,176,15,55
Official Hazy IPA,IPA - New England,Bell's Brewery - Eccentric Café & General Store,6.4%,3.88,59,89,17,127,116,165,7,252,161,7,59
Mosaic IPA,IPA - New England,Lost Nation Brewing,5.5%,4.13,49,93,11,151,110,150,6,247,204,8,49
Scaled,IPA - New England,Trillium Brewing Company,7%,4.26,56,78,27,140,139,171,2,295,186,10,56
Cutting Tiles - Galaxy,IPA - New England,Trillium Brewing Company,8.5%,4.52,42,97,21,104,171,125,2,210,158,11,42
Wrench,IPA - New England,Industrial Arts Brewing Company,7.1%,4.32,43,103,19,106,123,155,7,264,119,12,43
Hurricane,IPA - New England,Tree House Brewing Company,7.7%,4.38,37,119,15,116,136,188,4,332,136,8,37
Does Anybody Remember Laughter? IPA,IPA - New England,SingleCut Beersmiths,7.2%,4.21,39,59,17,140,114,155,4,206,221,17,39
Double Dry Hopped Mylar Bags,IPA - New England,Other Half Brewing Company,8.5%,4.53,36,82,24,88,149,133,0,259,123,8,36
Mind Haze,IPA - New England,Firestone Walker Brewing Co.,6.2%,3.94,31,90,4,71,123,135,3,251,101,3,31
Half-Stack IPA,IPA - New England,SingleCut Beersmiths,6.6%,4.13,27,78,14,118,77,128,0,195,166,3,27
Double Dry Hopped Summer Street IPA,IPA - New England,Trillium Brewing Company,7.2%,4.42,57,79,21,133,133,168,3,286,182,11,57
Hop Showers,IPA - New England,Other Half Brewing Company,7.4%,4.23,43,74,20,127,95,135,2,198,175,5,43
Sleeper Street,IPA - New England,Trillium Brewing Company,7.2%,4.25,42,84,16,132,118,171,2,266,171,13,42
Double Dry Hopped All Citra Everything,IPA - New England,Other Half Brewing Company,8.5%,4.51,48,93,16,118,141,184,3,279,120,11,48
Reciprocal,IPA - New England,Bissell Brothers Brewing Co.,7.3%,4.4,54,105,22,107,143,168,3,305,142,8,54
Dialed In (w/ Pinot Gris Juice),IPA - New England,Trillium Brewing Company,8.5%,4.41,44,78,30,83,179,155,3,297,109,9,44
Mo' Shuggie Soulbender IPA,IPA - New England,SingleCut Beersmiths,7.2%,4.31,39,80,19,130,107,146,3,228,183,8,39
Lush,IPA - New England,Frost Beer Works,8%,4.35,49,105,30,120,165,171,0,301,180,15,49
Glorious,IPA - New England,Lord Hobo Brewing Company,6.5%,4.03,45,80,21,118,84,153,1,218,149,8,45
Weird & Gilly IPA,IPA - New England,SingleCut Beersmiths,6.6%,4.24,48,86,19,97,153,175,6,272,161,11,48
Master Of Karate,IPA - New England,Aslin Beer Company,8.4%,4.44,34,98,31,113,128,168,3,299,155,8,34
Juicy Bits,IPA - New England,WeldWerks Brewing Co.,6.7%,4.31,39,77,20,80,152,216,3,355,91,8,39
Fresh Haze,IPA - New England,Deschutes Brewery,6.5%,3.9,39,82,12,82,130,201,1,279,103,4,39
Super Typhoon,IPA - New England,Tree House Brewing Company,7.7%,4.43,69,132,14,131,139,187,3,315,188,7,69
Gggreennn!,IPA - New England,Tree House Brewing Company,7.5%,4.57,37,133,12,109,153,163,0,321,128,12,37
Super Sap,IPA - New England,Tree House Brewing Company,7.9%,4.43,49,129,23,143,130,203,3,327,225,8,49
The Streets,IPA - New England,Trillium Brewing Company,10%,4.49,29,72,53,87,141,147,2,224,98,4,29
mc²,IPA - New England,Equilibrium Brewery,8%,4.36,37,112,29,105,177,164,4,314,129,7,37
Honker's Ale,Bitter - English,Goose Island Beer Co.,4.3%,3.67,50,100,16,124,100,73,3,71,170,14,50
London Pride,Bitter - English,Fuller's,4.7%,3.94,34,108,11,125,148,64,0,66,188,20,34
Bluebird Bitter,Bitter - English,Coniston Brewing Co. Ltd,4.2%,3.88,44,96,18,138,90,83,5,68,210,16,44
Spitfire Premium Kentish Ale,Bitter - English,Shepherd Neame Ltd,4.5%,3.62,58,79,16,124,73,52,1,44,166,23,58
Younger's Special Bitter,Bitter - English,Rogue Ales,4.8%,3.94,42,114,27,193,107,77,0,61,238,16,42
Newcastle Summer Ale,Bitter - English,Heineken Nederland B.V.,4.4%,2.98,39,83,17,125,90,70,3,59,187,14,39
Ruddles County,Bitter - English,Greene King / Morland Brewery,4.7%,3.78,29,115,9,118,78,42,0,42,156,22,29
Foster's Special Bitter,Bitter - English,Foster's Group Limited,5%,2.85,30,104,20,100,82,48,0,38,117,5,30
Uncle Teddy's Bitter,Bitter - English,Victory Brewing Company - Downingtown,4%,4.02,30,183,10,115,90,62,6,53,176,62,30
Long Haul Session Ale,Bitter - English,Two Brothers Brewing Company,4.2%,3.6,35,88,19,87,103,70,0,41,115,16,35
Best Bitter,Bitter - English,Gritty McDuff's Brewing Company,5%,3.61,38,102,14,129,83,37,1,32,161,21,38
Hopback Summer Lightning,Bitter - English,Hop Back Brewery plc,5%,3.66,73,77,20,140,42,63,2,60,190,27,73
Belhaven Best,Bitter - English,Belhaven Brewery Company Ltd.,3.5%,3.3,12,111,12,45,69,20,0,15,62,13,12
Adnams Southwold Bitter,Bitter - English,"Adnams plc, Sole Bay Brewery",4.1%,3.64,42,109,25,142,130,71,3,70,203,25,42
Geary's Winter Ale,Bitter - English,D.L. Geary Brewing Company,6%,3.46,42,108,39,120,94,60,0,49,161,34,42
Brakspear Bitter,Bitter - English,W.H. Brakspear & Sons plc,3.4%,3.77,37,91,17,127,79,50,1,48,155,21,37
Goliath,Bitter - English,Wychwood Brewery Company Ltd,4.2%,3.46,41,78,24,84,70,51,0,49,134,6,41
Courage Directors Bitter,Bitter - English,Eagle Brewery,4.8%,3.5,27,88,19,119,95,60,0,45,139,27,27
ESB,Bitter - English Extra Special / Strong Bitter (ESB),Fuller's,5.9%,4.08,25,120,23,117,149,69,1,61,155,17,25
Hobgoblin Ruby,Bitter - English Extra Special / Strong Bitter (ESB),Wychwood Brewery Company Ltd,5.2%,3.78,29,114,16,94,139,61,0,61,129,6,29
Sawtooth,Bitter - English Extra Special / Strong Bitter (ESB),Left Hand Brewing Company,5.3%,3.74,26,81,13,110,106,54,1,50,168,8,26
ESB,Bitter - English Extra Special / Strong Bitter (ESB),Redhook Brewlab,5.8%,3.43,26,70,12,102,117,52,0,39,138,9,26
Harvest Ale,Bitter - English Extra Special / Strong Bitter (ESB),Southern Tier Brewing Company,6.7%,3.87,48,103,24,206,103,114,1,125,285,14,48
Winter Storm,Bitter - English Extra Special / Strong Bitter (ESB),Heavy Seas Beer,7.5%,3.84,49,113,65,180,136,66,0,67,250,22,49
Iron Maiden Trooper,Bitter - English Extra Special / Strong Bitter (ESB),Robinsons Family Brewers,4.7%,3.45,37,96,12,112,136,104,4,86,190,14,37
Bombardier Amber Beer,Bitter - English Extra Special / Strong Bitter (ESB),Eagle Brewery,4.7%,3.79,38,130,20,141,138,58,1,46,183,22,38
Old Thumper,Bitter - English Extra Special / Strong Bitter (ESB),Shipyard Brewing Company,5.6%,3.62,39,117,23,105,144,96,0,82,130,28,39
Abbot Ale,Bitter - English Extra Special / Strong Bitter (ESB),Greene King / Morland Brewery,5%,3.68,36,150,19,91,128,57,2,43,130,23,36
Anvil,Bitter - English Extra Special / Strong Bitter (ESB),AleSmith Brewing Company,5.5%,3.92,43,131,21,136,130,68,1,57,214,19,43
Lord Rear Admiral,Bitter - English Extra Special / Strong Bitter (ESB),3 Floyds Brewing Co.,6.4%,4.13,29,96,15,169,148,130,1,169,258,15,29
Extra Special Ale (ESA),Bitter - English Extra Special / Strong Bitter (ESB),Yards Brewing Co.,6%,3.74,25,145,42,146,116,50,0,43,208,36,25
Ale,Bitter - English Extra Special / Strong Bitter (ESB),Black Sheep Brewery PLC,4.4%,3.72,38,113,19,111,110,69,1,58,169,29,38
Foster's Premium Ale,Bitter - English Extra Special / Strong Bitter (ESB),Foster's Group Limited,5.5%,2.89,32,105,12,92,118,29,2,24,117,10,32
Belk's ESB,Bitter - English Extra Special / Strong Bitter (ESB),Anderson Valley Brewing Company,6.8%,3.8,44,86,35,166,98,70,0,66,221,17,44
ESB,Bitter - English Extra Special / Strong Bitter (ESB),Green Man Brewery,5.5%,3.71,20,86,12,91,85,24,0,24,136,13,20
Motor Boat,Bitter - English Extra Special / Strong Bitter (ESB),SweetWater Brewing Company,5.6%,3.73,44,79,18,157,128,85,1,86,226,12,44
Young's Special London Ale,Bitter - English Extra Special / Strong Bitter (ESB),Eagle Brewery,6.4%,3.98,35,126,47,144,126,79,1,71,163,18,35
ESB Special Ale,Bitter - English Extra Special / Strong Bitter (ESB),Ska Brewing Co.,5.7%,3.6,37,80,14,113,129,68,0,66,161,15,37
Autumn Ale,Bitter - English Extra Special / Strong Bitter (ESB),Short's Brewing Company,5.75%,3.65,27,65,16,119,126,92,0,79,183,21,27
Winter ESB,Bitter - English Extra Special / Strong Bitter (ESB),The Schlafly Tap Room,5.8%,3.8,42,92,20,122,112,101,0,94,157,35,42
Halloween Ale,Bitter - English Extra Special / Strong Bitter (ESB),Gritty McDuff's Brewing Company,6%,3.76,43,113,28,118,147,68,1,88,145,66,43
Bishops Finger,Bitter - English Extra Special / Strong Bitter (ESB),Shepherd Neame Ltd,5.4%,3.7,38,94,18,112,95,39,1,44,158,12,38
13 Rebels ESB,Bitter - English Extra Special / Strong Bitter (ESB),French Broad River Brewing,5.2%,3.56,48,95,6,131,98,76,0,60,180,17,48
Beast Bitter,Bitter - English Extra Special / Strong Bitter (ESB),"Middle Ages Brewing Co., Ltd.",5.3%,3.91,53,102,26,184,113,124,0,108,224,14,53
Moondog Ale,Bitter - English Extra Special / Strong Bitter (ESB),Great Lakes Brewing Co.,5.5%,3.94,49,90,19,164,95,86,1,85,237,20,49
Magnumus Ete Tomahawkus ESB³,Bitter - English Extra Special / Strong Bitter (ESB),Rock Art Brewery,8%,3.81,44,108,59,184,106,115,0,114,265,13,44
The Wise ESB,Bitter - English Extra Special / Strong Bitter (ESB),Elysian Brewing Company,5.9%,3.89,38,111,26,178,101,85,0,86,239,12,38
Red Rack Ale,Bitter - English Extra Special / Strong Bitter (ESB),Woodstock Inn Brewery,5.5%,3.41,25,96,10,90,113,54,0,45,104,11,25
Christmas Ale,Bitter - English Extra Special / Strong Bitter (ESB),Gritty McDuff's Brewing Company,6.2%,3.81,41,111,33,115,142,45,0,41,151,52,41
Bachelor ESB,Bitter - English Extra Special / Strong Bitter (ESB),Deschutes Brewery,5.3%,3.9,31,81,16,144,108,70,1,63,188,11,31
Young's Ram Rod,Bitter - English Extra Special / Strong Bitter (ESB),Eagle Brewery,5%,3.9,41,94,24,118,125,76,1,60,159,12,41
Lancaster Bomber,Bitter - English Extra Special / Strong Bitter (ESB),Banks's Park Brewery,4.4%,3.49,21,75,10,116,94,40,0,41,147,9,21
Extra Special Bitter (ESB),Bitter - English Extra Special / Strong Bitter (ESB),Propeller Brewery,5%,3.88,27,106,25,139,122,59,4,57,180,19,27
Batemans XXXB,Bitter - English Extra Special / Strong Bitter (ESB),George Bateman & Son / Batemans Brewery,4.8%,3.88,38,99,16,100,112,59,0,61,146,52,38
Leffe Blonde,Blonde Ale - Belgian,Abbaye de Leffe S.A.,6.6%,3.61,33,87,36,32,157,80,1,94,55,69,33
Affligem Blond,Blonde Ale - Belgian,Brouwerij De Smedt / Brouwerij Affligem,6.8%,3.92,48,76,41,42,114,69,0,76,77,53,48
Trappist Westvleteren Blond,Blonde Ale - Belgian,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),5.8%,4.28,63,98,29,101,98,104,5,105,168,55,63
Devotion,Blonde Ale - Belgian,The Lost Abbey,6%,3.89,61,92,24,108,106,151,4,147,177,67,61
Grimbergen Blonde,Blonde Ale - Belgian,Brouwerij Alken-Maes,6.7%,3.71,36,87,32,31,143,127,4,118,60,49,36
Maredsous 6 - Blonde,Blonde Ale - Belgian,Brouwerij Duvel Moortgat NV,6%,3.86,49,82,18,47,126,118,1,114,82,48,49
Single Fermented Belgian Golden Ale,Blonde Ale - Belgian,Brouwerij Duvel Moortgat NV,6.8%,3.92,75,79,31,63,77,91,3,74,130,50,75
Saxo,Blonde Ale - Belgian,Brasserie Caracole,8%,3.92,48,77,46,39,150,144,0,142,71,64,48
La Trappe Blond (Koningshoeven / Dominus),Blonde Ale - Belgian,Bierbrouwerij De Koningshoeven B.V.,6.5%,3.76,40,69,46,46,136,90,0,103,66,31,40
Augustijn Blond,Blonde Ale - Belgian,Brouwerij Van Steenberge N.V.,7%,3.74,50,77,50,44,120,109,4,111,68,59,50
Troubadour Blond Ale,Blonde Ale - Belgian,The Musketeers Brouwerijcafé,6.5%,3.99,46,95,31,54,158,123,0,132,79,71,46
Rince Cochon,Blonde Ale - Belgian,Difcom,8.5%,3.67,36,67,49,50,124,89,2,87,76,37,36
Kasteel Blond,Blonde Ale - Belgian,Brouwerij Van Honsebrouck N.V.,7%,3.9,43,77,96,33,133,92,0,99,45,56,43
Petrus Blond,Blonde Ale - Belgian,De Brabandere,6.6%,3.53,47,83,27,69,151,124,1,103,86,21,47
Blond,Blonde Ale - Belgian,Brasserie de l'Abbaye du Val-Dieu,6%,3.9,61,90,32,39,149,121,0,120,76,56,61
St. Feuillien Blonde,Blonde Ale - Belgian,Brasserie St. Feuillien,7.5%,3.91,45,80,32,51,120,101,2,82,84,54,45
Bink Blond,Blonde Ale - Belgian,Brouwerij Kerkom,5.5%,3.82,56,84,33,123,116,97,1,79,164,53,56
Kapittel Blond,Blonde Ale - Belgian,Leroy Breweries,6.5%,3.62,33,80,26,35,130,88,2,89,57,38,33
Summer Love,Blonde Ale - American,Victory Brewing Company - Downingtown,5.2%,3.72,59,71,21,150,50,85,8,89,235,30,59
Sweet Action,Blonde Ale - American,Sixpoint Brewery,5%,3.92,57,137,12,133,114,98,0,101,194,18,57
Big Wave Golden Ale,Blonde Ale - American,Kona Brewing Co.,4.4%,3.58,34,76,12,83,102,93,3,107,129,5,34
Twilight Summer Ale,Blonde Ale - American,Deschutes Brewery,5%,3.69,58,77,26,144,108,165,2,165,201,13,58
805 Blonde Ale,Blonde Ale - American,Firestone Walker Brewing Co.,4.7%,3.5,43,47,14,55,66,36,6,28,97,16,43
Eureka W/ Citra,Blonde Ale - American,Tree House Brewing Company,4.1%,4.28,54,84,15,113,80,154,15,225,142,10,54
Tire Bite Golden Ale,Blonde Ale - American,Flying Dog Brewery,5.1%,3,59,60,13,72,58,43,3,32,98,2,59
Export Ale,Blonde Ale - American,Shipyard Brewing Company,5.1%,3.33,44,119,17,85,103,71,6,62,135,16,44
Or Xata,Blonde Ale - American,The Bruery,7.2%,3.99,18,149,27,19,136,70,1,48,23,190,18
Fireman's #4,Blonde Ale - American,Real Ale Brewing Company,5.1%,3.46,44,72,11,76,53,58,2,52,113,17,44
 India Pale Ale,Blonde Ale - American,Alexander Keith's,5%,2.62,35,50,8,99,54,35,0,23,123,4,35
Samurai Ale,Blonde Ale - American,Great Divide Brewing Company,5.1%,3.53,67,75,18,54,74,90,3,75,78,11,67
Bombshell Blonde,Blonde Ale - American,Southern Star Brewing Company,5.25%,3.71,45,104,23,77,112,91,2,95,128,12,45
Farmhouse Summer Ale,Blonde Ale - American,Flying Fish Brewing Company,4.6%,3.51,55,66,21,66,72,105,7,83,103,38,55
Single Chair Golden Ale,Blonde Ale - American,Magic Hat Brewing Company,5%,3.36,52,80,14,68,57,54,1,44,122,6,52
Bean Flicker,Blonde Ale - American,Odd Side Ales,4.5%,3.84,52,112,15,230,86,18,1,27,62,33,52
Citra Blonde Summer Brew,Blonde Ale - American,Widmer Brothers Brewing Company,4.3%,3.62,99,67,22,159,79,177,7,197,169,13,99
True Blonde Ale,Blonde Ale - American,Ska Brewing Co.,5.3%,3.36,58,74,6,56,109,65,6,57,120,8,58
Prairie Path Ale,Blonde Ale - American,Two Brothers Brewing Company,5.1%,3.5,48,67,14,102,82,69,3,78,141,34,48
Summer Ale,Blonde Ale - American,Blue Point Brewing Company,4.4%,3.27,51,56,3,74,54,91,4,84,118,11,51
Gossamer Golden Ale,Blonde Ale - American,Half Acre Beer Company,4.2%,3.75,69,106,16,104,67,110,7,120,179,15,69
Heavy Seas - Gold Ale,Blonde Ale - American,Heavy Seas Beer,4.5%,3.44,45,69,9,68,80,54,3,56,104,6,45
Sum'r Summer Ale,Blonde Ale - American,Uinta Brewing Company,4%,3.49,63,60,21,88,54,99,5,94,137,13,63
Summer Honey Ale,Blonde Ale - American,Big Sky Brewing Company,4.7%,3.39,35,64,14,65,167,45,2,48,110,41,35
Fulton Street Blend,Blonde Ale - American,Goose Island Beer Co.,5.5%,3.85,21,86,18,241,41,20,0,24,64,13,21
Ballantine XXX Ale,Blonde Ale - American,Pabst Brewing Company,4.85%,3.13,49,80,10,102,58,47,4,36,147,9,49
Blonde,Blonde Ale - American,Redhook Brewlab,5.3%,3.3,42,65,8,64,63,50,0,44,83,3,42
Molson Export,Blonde Ale - American,Molson Coors Canada,5%,2.94,40,59,13,57,58,41,1,27,62,3,40
Knockout Blonde,Blonde Ale - American,Lawson's Finest Liquids,5%,3.99,53,83,17,152,72,99,8,112,218,11,53
Beer For Drinking (BFD),Blonde Ale - American,Sierra Nevada Brewing Co.,4.8%,3.75,40,60,7,83,52,103,10,97,171,16,40
Oro De Calabaza,Farmhouse Ale - Bière de Garde,Jolly Pumpkin Artisan Ales,8%,4.14,54,114,37,54,101,285,0,148,87,63,54
Domaine DuPage French Style Country Ale,Farmhouse Ale - Bière de Garde,Two Brothers Brewing Company,6.2%,3.83,21,89,26,47,158,83,1,72,70,25,21
Gift Of The Magi,Farmhouse Ale - Bière de Garde,The Lost Abbey,12%,3.84,48,92,81,61,167,160,1,126,120,88,48
Avant Garde,Farmhouse Ale - Bière de Garde,The Lost Abbey,7%,3.81,49,75,59,43,138,156,0,133,82,34,49
"Fuego Del Otono, Autumn Fire",Farmhouse Ale - Bière de Garde,Jolly Pumpkin Artisan Ales,6.1%,4.07,48,93,19,28,125,313,0,134,51,62,48
Bière De Mars,Farmhouse Ale - Bière de Garde,Jolly Pumpkin Artisan Ales,7%,4.16,114,92,32,31,128,341,2,142,56,30,114
Perdition,Farmhouse Ale - Bière de Garde,Russian River Brewing Company,6.1%,3.97,42,86,18,51,145,116,0,108,85,59,42
Biere De Norma,Farmhouse Ale - Bière de Garde,Hill Farmstead Brewery,7%,4.41,82,74,18,17,138,291,1,131,37,16,82
3 MONTS (Originale),Farmhouse Ale - Bière de Garde,Brasserie 3 MONTS,8.5%,3.96,74,79,63,61,122,94,1,90,139,66,74
Gavroche,Farmhouse Ale - Bière de Garde,Brasserie 3 MONTS,8.5%,3.82,44,80,65,47,147,95,0,68,75,33,44
Biere De Mars,Farmhouse Ale - Bière de Garde,Southampton Publick House,6.5%,3.79,51,81,17,41,153,119,2,102,80,44,51
Jenlain Ambrée,Farmhouse Ale - Bière de Garde,Brasserie Duyck,7.5%,3.77,48,74,46,48,191,97,0,85,75,39,48
La Goudale,Farmhouse Ale - Bière de Garde,Les Brasseurs de Gayant,7.2%,3.63,39,65,36,55,114,112,4,83,96,45,39
Bière De Garde,Farmhouse Ale - Bière de Garde,The Schlafly Tap Room,7%,3.86,32,84,34,33,158,191,0,153,59,38,32
Castelain Blond Biere De Garde,Farmhouse Ale - Bière de Garde,Brasserie Castelain,6.4%,3.89,56,86,24,54,144,94,0,83,112,47,56
Cuvée Des Jonquilles,Farmhouse Ale - Bière de Garde,Brasserie Au Baron,7%,4.13,62,85,24,31,106,136,0,117,104,34,62
Amber Ale On Lees,Farmhouse Ale - Bière de Garde,Brasserie 3 MONTS,10%,4.03,47,88,57,45,130,101,0,104,97,46,47
Les Bière Des Sans Culottes,Farmhouse Ale - Bière de Garde,Brasserie La Choulette,7%,4.04,66,97,37,48,143,106,3,90,118,55,66
Jenlain Blonde,Farmhouse Ale - Bière de Garde,Brasserie Duyck,6.8%,3.31,42,68,28,63,127,76,1,80,95,19,42
Saint Landelin La Divine,Farmhouse Ale - Bière de Garde,Les Brasseurs de Gayant,8.5%,3.74,39,74,40,41,162,127,3,113,74,45,39
Hennepin,Farmhouse Ale - Saison,Brewery Ommegang,7.7%,4.18,47,70,36,39,55,137,1,125,65,60,47
